,h3,verzilting,bodemdaling,wateroverlast,boerenlandvogels,peilgebieden
1934,89196949d0fffff,0,1,1,1,0
1935,89196949187ffff,0,1,0,0,0
1936,89196bb36abffff,0,0,0,0,0
1937,8919694952fffff,0,0,0,0,0
1938,8919694b50bffff,0,1,1,1,1
1939,89196bb359bffff,0,0,0,0,0
1940,89196948473ffff,0,0,0,0,0
1941,89196b84c07ffff,0,0,0,0,0
1942,8919694ad1bffff,0,0,0,0,0
1943,8919694126bffff,0,0,0,0,0
1944,89196b86993ffff,0,0,0,0,0
1945,891969416c3ffff,0,0,0,0,0
1946,89196948b1bffff,0,0,0,0,0
1947,8919694b12bffff,0,0,0,0,0
1948,89196bb240fffff,0,0,0,0,0
1949,8919694884bffff,0,0,0,0,0
1950,891969499a7ffff,0,0,0,0,0
1951,8919694f473ffff,0,1,0,1,0
1952,89196948d47ffff,0,1,0,0,0
1953,89196b84cb3ffff,0,0,0,0,0
1954,8919694b1cfffff,0,0,0,1,0
1955,891969483cbffff,0,0,0,1,0
1956,89196948563ffff,0,0,1,1,0
1957,89196948d57ffff,0,1,0,0,0
1958,89196948627ffff,0,0,0,0,0
1959,8919694a577ffff,1,0,0,0,0
1960,89196b86d87ffff,0,0,1,0,0
1961,8919694167bffff,0,0,0,0,0
1962,89196949507ffff,0,0,0,0,0
1963,89196948183ffff,0,0,1,1,0
1964,8919694a467ffff,0,0,0,0,0
1965,8919694b163ffff,0,0,0,0,0
1966,8919694a8c7ffff,0,0,0,0,0
1967,8919694ae53ffff,0,1,1,1,0
1968,8919694a60fffff,0,0,0,0,0
1969,89196948973ffff,0,0,0,0,0
1970,89196949467ffff,0,0,0,0,0
1971,8919694a23bffff,0,1,0,0,0
1972,89196b84dc3ffff,0,0,0,0,0
1973,8919694b463ffff,0,0,0,0,0
1974,8919694d68fffff,0,0,1,0,0
1975,89196948d0bffff,0,1,0,0,0
1976,89196bb2223ffff,0,0,0,0,0
1977,89196958b4bffff,0,0,0,0,0
1978,89196bb201bffff,0,0,0,0,0
1979,89196bb22cfffff,0,0,0,0,0
1980,89196949547ffff,0,0,0,0,0
1981,891969480cfffff,0,0,0,1,0
1982,89196948327ffff,0,1,0,0,0
1983,891969485abffff,0,0,1,1,0
1984,8919694a337ffff,0,1,1,1,0
1985,89196949ec3ffff,0,0,0,0,0
1986,89196949c6fffff,0,1,0,1,0
1987,89196bb35a7ffff,1,0,0,0,0
1988,89196959b03ffff,0,1,0,1,0
1989,8919694812fffff,0,1,0,1,0
1990,89196948e67ffff,1,0,0,0,0
1991,8919694160fffff,0,0,0,0,0
1992,89196949cbbffff,0,1,0,1,0
1993,89196958803ffff,0,1,0,0,0
1994,89196948257ffff,0,0,0,0,0
1995,89196b8686bffff,0,0,0,0,0
1996,89196949167ffff,0,1,0,0,0
1997,891969489dbffff,0,0,0,0,0
1998,891969498c3ffff,0,1,0,1,0
1999,89196941b03ffff,0,0,0,0,0
2000,89196b86dbbffff,0,0,1,0,0
2001,8919694a053ffff,1,1,0,0,0
2002,89196bb20a7ffff,0,0,0,0,0
2003,89196948acbffff,0,0,0,1,0
2004,8919694a0bbffff,0,0,1,0,0
2005,89196958d2fffff,0,0,0,1,0
2006,89196bb228bffff,0,0,0,0,0
2007,89196948833ffff,0,0,0,0,0
2008,8919694a553ffff,0,0,0,0,0
2009,8919694b56fffff,0,1,0,1,0
2010,8919694a6afffff,1,1,0,0,0
2011,89196bb319bffff,0,0,0,0,0
2012,8919694b5b7ffff,0,1,1,1,0
2013,891969480c3ffff,0,0,0,1,0
2014,89196bb318fffff,0,0,0,0,0
2015,8919694f443ffff,0,0,0,0,0
2016,8919694a34bffff,0,1,1,0,0
2017,8919694a10fffff,1,0,0,0,0
2018,8919694a38bffff,0,1,0,1,0
2019,89196bb26c3ffff,0,0,0,0,0
2020,89196949e03ffff,0,1,0,0,0
2021,89196949837ffff,0,0,1,1,0
2022,891969413c7ffff,0,0,0,1,0
2023,89196949947ffff,0,0,0,0,0
2024,89196948b23ffff,0,0,1,0,0
2025,89196958b23ffff,0,0,0,0,0
2026,8919694f5cfffff,0,1,0,1,0
2027,8919694a0abffff,1,1,1,1,0
2028,8919694b31bffff,0,0,0,0,0
2029,8919694f6d7ffff,0,1,0,1,0
2030,89196949867ffff,0,0,0,0,0
2031,89196958a33ffff,0,0,0,0,0
2032,89196958987ffff,0,0,0,0,0
2033,89196b86947ffff,0,0,0,0,0
2034,89196948283ffff,0,0,0,0,0
2035,89196958d63ffff,0,0,0,1,0
2036,8919694818fffff,0,0,0,1,0
2037,89196959b57ffff,0,1,0,0,0
2038,89196949e77ffff,0,1,1,1,0
2039,8919694b133ffff,0,0,0,1,0
2040,8919694aad3ffff,0,0,0,1,0
2041,89196959b23ffff,0,0,1,0,0
2042,8919694f6abffff,0,1,0,1,0
2043,89196bb344bffff,0,0,0,0,0
2044,8919694834fffff,0,1,0,1,0
2045,89196949b27ffff,0,0,0,0,0
2046,8919694b0b3ffff,0,0,0,1,0
2047,89196bb264bffff,0,0,0,0,0
2048,89196941227ffff,0,0,0,1,0
2049,89196941637ffff,0,0,0,0,0
2050,8919694a8abffff,0,0,0,0,0
2051,8919694850bffff,0,0,0,1,0
2052,89196bb35d7ffff,0,0,0,0,0
2053,8919694a523ffff,0,0,0,0,0
2054,89196959a6fffff,0,1,1,0,0
2055,8919694867bffff,0,0,0,0,0
2056,8919694b1a3ffff,0,1,1,1,0
2057,89196949097ffff,0,0,0,0,0
2058,8919694a27bffff,0,1,0,1,0
2059,8919694820bffff,0,1,0,0,0
2060,8919694840bffff,0,0,0,0,0
2061,8919694b187ffff,0,1,1,1,0
2062,89196941b6bffff,0,0,0,1,0
2063,89196941373ffff,0,0,0,1,0
2064,8919694a9dbffff,0,0,0,0,0
2065,8919694a82fffff,0,0,0,0,0
2066,891969486afffff,0,0,0,0,0
2067,8919694b54fffff,0,1,0,1,0
2068,8919694134fffff,0,0,0,1,0
2069,89196b86817ffff,0,0,1,0,0
2070,8919694ac73ffff,0,0,1,1,0
2071,89196bb23cbffff,0,0,0,0,0
2072,89196bb2283ffff,0,0,0,0,0
2073,89196958b9bffff,0,0,0,0,0
2074,8919694b403ffff,0,0,1,0,0
2075,89196bb349bffff,1,0,1,1,0
2076,8919694b1abffff,0,1,0,1,0
2077,89196949923ffff,0,0,0,0,0
2078,891969432cbffff,0,0,0,1,0
2079,8919694a2bbffff,0,1,0,1,0
2080,891969485bbffff,0,0,0,1,0
2081,8919694856bffff,0,0,1,1,0
2082,8919694b04fffff,0,0,0,0,0
2083,89196949c0bffff,0,0,0,0,0
2084,8919694e2cbffff,0,1,1,1,0
2085,8919694a8cfffff,0,0,0,0,0
2086,8919694f4b7ffff,0,0,0,1,0
2087,8919694b043ffff,0,0,0,0,0
2088,89196948e33ffff,0,0,1,1,0
2089,8919694166fffff,0,0,0,0,0
2090,8919694b167ffff,0,0,0,0,0
2091,8919694ad97ffff,0,0,0,0,0
2092,89196949b83ffff,1,0,0,1,0
2093,89196948c93ffff,0,1,0,0,0
2094,89196bb2073ffff,0,0,0,0,0
2095,89196b86847ffff,0,0,0,0,0
2096,8919694a00bffff,1,1,0,1,0
2097,8919694aa27ffff,0,0,0,0,0
2098,89196958b2fffff,0,0,0,0,0
2099,8919694a15bffff,1,1,1,0,0
2100,89196bb23d3ffff,0,0,0,0,0
2101,89196bb20a3ffff,1,0,0,0,0
2102,8919694a137ffff,0,0,0,0,1
2103,8919694a033ffff,1,1,1,1,0
2104,89196b86863ffff,0,0,0,0,0
2105,89196941e13ffff,0,0,0,0,1
2106,8919694a047ffff,0,1,0,1,0
2107,89196bb30dbffff,0,0,0,0,0
2108,8919694ae23ffff,0,0,0,1,0
2109,891969490d3ffff,0,0,0,0,0
2110,8919694a613ffff,0,0,0,0,0
2111,8919694990fffff,0,0,0,0,0
2112,89196bb2633ffff,0,0,0,0,0
2113,89196bb239bffff,0,0,0,0,0
2114,89196bb22b7ffff,0,0,0,0,0
2115,89196b869abffff,0,0,1,0,0
2116,89196b86a37ffff,0,0,0,0,0
2117,8919694d45bffff,0,0,1,0,0
2118,89196bb22d3ffff,0,0,0,0,0
2119,89196b86b23ffff,0,0,0,0,0
2120,89196948eafffff,0,0,0,1,0
2121,89196948a3bffff,0,0,1,0,0
2122,89196bb260bffff,0,0,0,0,0
2123,89196941287ffff,0,0,0,0,1
2124,8919694e2c7ffff,0,1,0,1,0
2125,891969589abffff,0,0,0,0,0
2126,89196948843ffff,0,0,0,0,0
2127,8919694862fffff,0,0,0,0,0
2128,89196948293ffff,0,0,0,0,0
2129,8919694abb3ffff,0,0,0,0,0
2130,89196949a6bffff,1,0,0,1,0
2131,8919694164bffff,0,0,0,0,0
2132,89196bb264fffff,0,0,0,0,0
2133,8919694126fffff,0,0,0,0,1
2134,89196959a2bffff,0,1,0,0,0
2135,89196949b23ffff,0,0,0,1,0
2136,89196bb22d7ffff,1,0,0,0,0
2137,8919694a98bffff,0,0,0,0,0
2138,8919694b443ffff,0,0,0,1,0
2139,8919694a867ffff,0,0,0,0,0
2140,8919694b057ffff,0,0,0,0,0
2141,89196bb3013ffff,0,0,0,0,0
2142,8919694b04bffff,0,0,0,0,0
2143,8919694a403ffff,0,0,0,0,0
2144,89196958877ffff,0,0,1,0,0
2145,8919694a407ffff,0,0,0,0,0
2146,8919694ac33ffff,0,0,0,0,0
2147,89196b84dd3ffff,0,0,0,0,0
2148,8919694168bffff,0,0,0,0,0
2149,89196949a4fffff,0,0,0,1,0
2150,89196959967ffff,0,0,0,0,0
2151,8919694b37bffff,0,0,0,0,0
2152,89196958d3bffff,0,0,0,1,0
2153,89196959a77ffff,0,0,0,0,0
2154,89196949c47ffff,0,1,1,0,0
2155,89196948c83ffff,0,1,0,0,0
2156,89196948963ffff,0,0,1,0,0
2157,8919694a5d7ffff,0,0,0,0,0
2158,8919694b4d3ffff,0,1,0,0,0
2159,89196949b0fffff,0,0,0,1,0
2160,89196949e37ffff,0,1,1,1,0
2161,8919694aaa3ffff,0,0,0,0,0
2162,89196b868afffff,0,0,0,0,0
2163,89196949d87ffff,0,1,1,1,0
2164,89196959b3bffff,0,0,1,0,0
2165,89196948823ffff,0,0,0,0,0
2166,8919694868fffff,0,0,0,0,0
2167,8919694b283ffff,0,0,0,0,0
2168,89196949bafffff,0,0,0,1,0
2169,89196b86907ffff,0,0,1,0,0
2170,8919694b5c7ffff,0,1,1,1,0
2171,8919694b55bffff,0,1,1,1,0
2172,89196bb20cfffff,0,0,0,0,0
2173,8919694a2d7ffff,0,1,0,1,0
2174,8919694a6a7ffff,1,1,1,0,0
2175,89196949a2fffff,0,0,0,1,0
2176,89196958b47ffff,0,0,0,0,0
2177,891969488cbffff,1,0,1,1,0
2178,89196941ec7ffff,0,1,1,0,0
2179,89196bb228fffff,0,0,0,0,0
2180,89196949bb3ffff,1,0,0,1,0
2181,8919694a027ffff,0,1,0,0,0
2182,8919694b10bffff,0,0,0,0,0
2183,8919694b49bffff,0,1,1,0,0
2184,89196958a6fffff,0,0,0,0,0
2185,89196bb251bffff,0,0,0,0,0
2186,8919694b037ffff,0,0,0,1,0
2187,89196bb3427ffff,1,0,0,0,0
2188,8919694aea3ffff,0,1,0,0,0
2189,89196bb308bffff,0,0,0,0,0
2190,89196948b8bffff,0,0,0,0,0
2191,89196949da7ffff,0,0,0,0,1
2192,8919695992fffff,0,0,0,0,0
2193,8919694a20fffff,0,1,1,1,0
2194,89196949193ffff,0,0,0,0,0
2195,89196941b73ffff,0,0,0,0,1
2196,89196948133ffff,0,0,0,0,0
2197,89196b8688fffff,0,0,0,0,0
2198,8919694aa53ffff,0,0,0,1,0
2199,89196bb2577ffff,0,0,0,0,0
2200,8919694a367ffff,0,1,0,1,0
2201,8919694849bffff,0,1,0,0,0
2202,891969499b3ffff,1,0,0,1,0
2203,89196958aafffff,0,0,0,0,0
2204,8919694a197ffff,1,0,0,0,0
2205,89196949057ffff,0,0,0,0,0
2206,89196b8698fffff,0,0,0,0,0
2207,89196948243ffff,0,0,0,0,0
2208,8919694946fffff,0,0,0,0,0
2209,89196958bd3ffff,0,0,0,0,0
2210,8919694a9d3ffff,0,0,0,0,0
2211,89196bb23d7ffff,0,0,0,0,0
2212,8919694b0cbffff,0,0,0,0,0
2213,8919694162bffff,0,0,0,0,0
2214,89196948e13ffff,0,1,1,1,1
2215,89196948cdbffff,0,0,0,0,0
2216,8919694a4dbffff,0,0,0,0,0
2217,8919694d68bffff,0,0,1,0,0
2218,891969494a7ffff,0,0,0,0,0
2219,8919694b323ffff,0,0,0,0,0
2220,8919694acb7ffff,0,0,0,0,0
2221,8919694ad0fffff,0,0,0,0,0
2222,89196948c13ffff,0,1,0,0,0
2223,89196949b87ffff,1,0,0,1,0
2224,8919694ab47ffff,0,1,0,0,0
2225,8919694844bffff,0,0,0,0,0
2226,89196959963ffff,0,1,0,0,0
2227,89196949b43ffff,0,0,1,1,0
2228,89196948107ffff,0,0,0,0,0
2229,8919694ac53ffff,1,0,1,1,0
2230,89196bb25c7ffff,0,0,0,0,0
2231,891969416d3ffff,0,0,0,0,0
2232,89196bb2427ffff,0,0,0,0,0
2233,8919694f4a7ffff,0,0,0,1,0
2234,8919694e2dbffff,0,1,1,1,0
2235,8919694ae2bffff,0,0,0,1,0
2236,89196b86db7ffff,0,0,1,0,0
2237,89196bb202fffff,0,0,0,0,0
2238,891969482bbffff,0,0,0,0,0
2239,8919694a0d7ffff,0,1,1,0,0
2240,8919694d6cfffff,0,0,1,0,0
2241,89196958d17ffff,0,0,0,1,0
2242,8919694b29bffff,0,0,0,0,0
2243,8919694882fffff,0,0,0,0,0
2244,891969498b7ffff,0,1,0,1,0
2245,89196949a67ffff,0,0,0,1,0
2246,89196948b33ffff,0,0,0,0,0
2247,8919694137bffff,0,0,0,0,0
2248,8919694add7ffff,0,0,0,0,0
2249,89196949bc7ffff,0,0,0,1,0
2250,89196bb35cbffff,0,0,0,0,0
2251,89196948577ffff,0,0,0,1,0
2252,89196941443ffff,0,0,0,0,0
2253,8919694b4cfffff,0,1,1,1,0
2254,89196958943ffff,0,0,0,0,1
2255,891969482a3ffff,0,0,0,0,0
2256,891969416d7ffff,0,0,0,0,0
2257,8919694ad5bffff,0,0,0,0,0
2258,8919694b173ffff,0,0,0,0,0
2259,89196948cabffff,0,1,0,0,0
2260,89196949c57ffff,0,0,0,0,0
2261,89196949a5bffff,0,0,0,0,0
2262,89196b84817ffff,0,0,0,0,0
2263,891969480a3ffff,0,0,0,1,0
2264,8919694b693ffff,0,0,0,0,0
2265,89196949a87ffff,1,1,1,1,0
2266,8919694a997ffff,0,0,0,0,0
2267,89196948247ffff,0,1,0,0,0
2268,8919694a86fffff,0,0,0,0,0
2269,89196b86b1bffff,0,0,0,0,0
2270,89196bb2473ffff,0,0,0,0,0
2271,891969589c3ffff,0,0,0,0,0
2272,89196b86d97ffff,0,0,0,0,0
2273,891969480d7ffff,0,0,1,1,0
2274,8919694aacbffff,0,0,1,1,0
2275,8919694ada3ffff,0,0,0,0,0
2276,89196943253ffff,0,0,0,1,1
2277,8919694ad83ffff,0,0,0,0,0
2278,89196bb3407ffff,0,0,1,0,0
2279,8919694aecfffff,0,1,1,1,0
2280,89196949ccfffff,0,0,0,0,0
2281,8919694b107ffff,0,0,0,1,0
2282,891969498dbffff,0,1,1,1,0
2283,89196bb3543ffff,0,0,0,0,0
2284,891969498c7ffff,0,1,0,1,0
2285,891969416cfffff,0,0,0,0,0
2286,8919694981bffff,0,1,0,1,0
2287,8919694b46bffff,0,0,0,1,0
2288,8919694b627ffff,0,0,0,0,0
2289,8919694912bffff,0,1,0,0,0
2290,89196bb3507ffff,0,0,0,0,0
2291,89196949e5bffff,0,0,0,0,0
2292,89196bb35afffff,1,0,0,0,0
2293,8919694aba7ffff,0,1,0,1,0
2294,8919694aa57ffff,0,0,0,1,0
2295,89196bb30c3ffff,0,0,0,0,0
2296,8919694e2c3ffff,0,1,1,1,0
2297,8919694816bffff,0,1,0,1,0
2298,89196bb2627ffff,0,0,0,0,0
2299,89196bb368fffff,0,0,0,0,0
2300,891969490b3ffff,0,0,0,0,0
2301,89196b8690fffff,0,0,0,0,0
2302,89196bb2227ffff,0,0,0,0,0
2303,8919694841bffff,0,0,0,0,0
2304,89196949c9bffff,0,1,0,1,0
2305,8919694b58bffff,0,0,0,1,0
2306,89196948cb7ffff,0,0,1,0,0
2307,89196948687ffff,0,0,0,0,0
2308,89196949533ffff,0,0,0,0,0
2309,89196948a97ffff,0,0,0,0,0
2310,8919694a5c7ffff,0,0,0,0,0
2311,89196941623ffff,0,0,0,0,0
2312,8919694a9cfffff,0,0,0,0,0
2313,8919694d687ffff,0,0,1,0,0
2314,89196958817ffff,0,0,0,0,0
2315,8919694322bffff,0,0,0,0,0
2316,891969498cbffff,0,1,0,1,0
2317,891969481cbffff,0,0,0,1,0
2318,891969496afffff,0,0,0,0,0
2319,8919694aec7ffff,0,1,0,1,0
2320,89196b869b7ffff,1,0,0,1,0
2321,891969481c3ffff,0,0,0,1,0
2322,8919694b44fffff,1,0,0,1,0
2323,8919694ad4bffff,0,0,0,0,0
2324,8919694a02fffff,0,1,0,1,0
2325,8919694accfffff,0,0,0,0,0
2326,89196949e33ffff,0,0,0,0,0
2327,89196bb2277ffff,0,0,0,0,0
2328,89196949c3bffff,0,1,0,0,0
2329,891969491b7ffff,0,1,0,0,0
2330,89196b86bcbffff,0,0,0,0,0
2331,89196959ba7ffff,0,1,0,0,0
2332,89196941b6fffff,0,0,0,1,0
2333,89196948e77ffff,1,0,0,0,0
2334,89196948557ffff,0,0,1,1,0
2335,8919694a1abffff,0,0,0,0,0
2336,89196b86da3ffff,0,0,0,0,0
2337,89196b86b0bffff,0,0,0,0,0
2338,8919694b1cbffff,0,0,0,1,0
2339,89196b86bc7ffff,0,0,0,0,0
2340,89196949417ffff,0,0,0,0,0
2341,8919694f633ffff,0,1,0,1,0
2342,89196948cb3ffff,0,1,0,0,0
2343,8919694ae57ffff,0,1,1,1,0
2344,8919694f45bffff,0,0,0,1,0
2345,89196bb3467ffff,0,0,0,0,0
2346,89196948bc7ffff,0,0,0,0,0
2347,8919694b5b3ffff,0,1,1,1,0
2348,8919694b517ffff,0,1,0,1,0
2349,89196b84c47ffff,0,0,0,0,0
2350,8919694a8dbffff,0,0,0,0,0
2351,89196948a7bffff,1,0,1,0,0
2352,89196958b03ffff,0,0,0,0,0
2353,8919694b433ffff,0,1,1,0,0
2354,89196949d43ffff,0,1,1,1,0
2355,89196943243ffff,0,0,0,1,0
2356,89196949177ffff,0,1,0,1,0
2357,89196948267ffff,0,1,0,1,0
2358,89196948643ffff,0,0,0,0,0
2359,8919694ad3bffff,0,0,0,0,0
2360,89196948d4bffff,0,0,0,0,0
2361,891969432d3ffff,1,0,0,1,0
2362,89196948e8fffff,0,1,0,1,0
2363,8919694b613ffff,0,0,1,0,0
2364,89196948207ffff,0,1,0,0,0
2365,891969413d3ffff,0,0,0,0,0
2366,8919694b38fffff,0,0,0,0,0
2367,89196949c6bffff,0,1,0,1,0
2368,89196b84cabffff,0,0,0,0,0
2369,8919694aec3ffff,1,1,1,1,0
2370,89196bb34d7ffff,0,0,0,1,0
2371,89196bb2513ffff,0,0,0,0,0
2372,89196bb2383ffff,0,0,0,0,0
2373,89196941237ffff,0,0,0,1,0
2374,89196949eb7ffff,0,1,0,1,0
2375,89196bb2463ffff,0,0,0,0,0
2376,89196bb0497ffff,0,0,0,0,0
2377,89196bb2597ffff,0,0,0,0,0
2378,89196949d47ffff,0,1,0,1,0
2379,891969483dbffff,0,0,0,1,0
2380,8919694b287ffff,0,0,0,0,0
2381,891969494afffff,0,0,0,0,0
2382,89196948c07ffff,0,1,0,0,0
2383,8919694ab37ffff,0,1,0,0,0
2384,891969491d7ffff,0,0,0,0,0
2385,89196948a0bffff,1,0,0,0,0
2386,8919694a0cbffff,1,1,0,0,0
2387,89196948e07ffff,0,1,0,0,0
2388,8919694a007ffff,1,1,1,1,0
2389,89196949a0fffff,0,0,0,1,0
2390,8919694842fffff,0,0,0,1,0
2391,8919694abd3ffff,0,0,0,0,0
2392,89196bb2097ffff,0,0,0,0,0
2393,89196943257ffff,0,0,0,1,1
2394,89196bb3043ffff,0,0,0,0,0
2395,89196941e1bffff,0,0,0,0,0
2396,89196948c2bffff,0,0,1,1,0
2397,8919694a563ffff,0,0,1,0,0
2398,89196b86903ffff,0,0,0,0,0
2399,89196bb347bffff,0,0,0,0,0
2400,89196948463ffff,0,0,1,1,0
2401,89196949127ffff,0,1,0,1,0
2402,89196949927ffff,0,0,0,0,0
2403,89196948553ffff,0,0,0,1,0
2404,8919694805bffff,0,0,0,0,0
2405,89196958bafffff,0,0,0,0,0
2406,8919694b1c3ffff,0,0,1,1,0
2407,89196941ec3ffff,0,1,1,0,1
2408,8919694b5cbffff,0,1,0,1,0
2409,89196941e4fffff,0,0,0,0,0
2410,8919694a153ffff,1,1,1,0,0
2411,891969482c7ffff,0,0,0,0,0
2412,89196948b7bffff,0,0,0,0,0
2413,891969414d3ffff,0,0,0,0,0
2414,8919694a537ffff,0,1,0,0,0
2415,8919694b697ffff,0,0,0,0,0
2416,891969486b3ffff,0,0,0,0,0
2417,8919694816fffff,0,1,0,1,0
2418,89196bb354bffff,1,0,0,0,0
2419,89196948173ffff,0,0,0,1,0
2420,89196948d77ffff,0,1,0,0,0
2421,89196bb30a3ffff,0,0,0,0,0
2422,89196bb222fffff,0,0,0,0,0
2423,89196bb344fffff,0,0,0,0,0
2424,8919695895bffff,0,0,0,0,0
2425,89196949cc3ffff,0,0,0,0,0
2426,89196bb20b7ffff,0,0,0,0,0
2427,89196948d33ffff,0,1,0,0,0
2428,89196949d53ffff,0,1,0,1,0
2429,8919694a953ffff,0,0,1,0,0
2430,89196bb20c3ffff,0,0,0,0,0
2431,89196bb2087ffff,0,0,0,0,0
2432,89196b86d23ffff,0,0,1,0,0
2433,89196948ab3ffff,0,0,0,0,0
2434,89196948e6bffff,0,0,0,0,1
2435,89196b8682fffff,0,0,0,0,0
2436,8919694a247ffff,0,1,0,1,0
2437,891969486cbffff,0,0,0,0,0
2438,89196bb355bffff,0,0,0,0,0
2439,89196bb24bbffff,0,0,0,0,0
2440,8919694323bffff,0,0,0,0,0
2441,89196bb342fffff,0,0,0,0,0
2442,8919694f457ffff,0,0,0,1,0
2443,8919694326fffff,0,0,0,0,0
2444,89196958b93ffff,0,0,0,0,0
2445,89196949e87ffff,0,1,0,1,0
2446,8919694b3b7ffff,0,0,0,0,0
2447,89196bb3073ffff,0,0,0,0,0
2448,8919694aa03ffff,0,0,0,0,0
2449,89196958a27ffff,0,0,0,0,0
2450,89196948867ffff,0,0,0,0,0
2451,8919694b577ffff,0,1,0,1,0
2452,891969495bbffff,0,0,0,0,0
2453,89196958b3bffff,0,0,0,0,0
2454,89196941b57ffff,0,0,0,0,0
2455,8919694804bffff,0,0,0,0,0
2456,89196949ea7ffff,0,1,1,1,0
2457,89196bb343bffff,0,0,0,0,0
2458,8919694a3dbffff,0,1,0,1,0
2459,89196941673ffff,0,0,0,0,0
2460,8919694ad0bffff,0,0,0,0,0
2461,89196bb2483ffff,0,0,0,0,0
2462,89196941497ffff,0,0,0,0,0
2463,89196948bcfffff,0,0,0,0,0
2464,8919694ae6bffff,0,0,0,1,0
2465,8919694f403ffff,0,0,0,1,0
2466,89196bb242fffff,0,0,0,0,0
2467,89196941e5bffff,0,0,0,0,0
2468,89196958da7ffff,0,0,0,1,0
2469,8919694e247ffff,0,0,1,1,0
2470,89196bb249bffff,0,0,0,0,0
2471,89196948a2fffff,0,0,1,0,0
2472,8919694a883ffff,0,0,0,0,0
2473,8919694aed3ffff,1,0,0,1,0
2474,891969499a3ffff,1,0,1,0,0
2475,8919694a40bffff,0,0,0,0,0
2476,8919695896fffff,0,0,0,0,0
2477,89196948a03ffff,0,0,0,0,0
2478,891969412d3ffff,0,0,0,0,1
2479,89196949407ffff,0,0,0,0,0
2480,8919694ae87ffff,0,0,0,1,0
2481,89196941687ffff,0,0,0,0,0
2482,8919694aa97ffff,0,0,1,0,0
2483,89196bb240bffff,0,0,0,0,0
2484,89196bb26c7ffff,0,0,0,0,0
2485,89196949427ffff,0,0,0,0,0
2486,8919694a36bffff,0,1,0,0,0
2487,8919694998bffff,0,0,0,0,0
2488,89196bb356bffff,0,0,0,0,0
2489,89196948bb7ffff,0,0,0,0,0
2490,89196b84c67ffff,0,0,0,0,0
2491,89196948c0fffff,0,1,0,0,0
2492,89196948543ffff,0,0,1,1,0
2493,89196948597ffff,0,1,0,1,0
2494,8919694aa4bffff,0,0,0,1,0
2495,89196941a4fffff,0,0,0,0,0
2496,89196958b37ffff,0,0,0,0,0
2497,89196bb2687ffff,0,0,0,0,0
2498,89196948aafffff,1,0,0,0,0
2499,89196949433ffff,0,0,0,0,0
2500,89196949497ffff,0,0,0,0,0
2501,89196948b5bffff,0,0,0,0,0
2502,8919694a81bffff,0,0,0,0,0
2503,8919694f697ffff,0,1,0,1,0
2504,89196941617ffff,0,0,0,0,0
2505,89196948b6fffff,0,0,0,0,0
2506,89196948ccbffff,0,1,0,0,0
2507,8919694a06bffff,0,1,0,1,0
2508,89196948903ffff,0,0,0,0,0
2509,891969495cfffff,0,0,0,0,0
2510,8919694952bffff,0,0,0,0,0
2511,89196949d13ffff,0,1,1,1,0
2512,8919694a567ffff,1,0,1,0,0
2513,8919694990bffff,0,0,0,0,0
2514,89196bb258bffff,0,0,0,0,0
2515,89196941257ffff,0,0,0,0,0
2516,89196bb242bffff,0,0,0,0,0
2517,8919694a357ffff,0,1,0,1,0
2518,89196948603ffff,0,0,0,0,0
2519,8919694326bffff,0,0,0,0,0
2520,8919694ae7bffff,0,0,0,1,0
2521,89196bb3693ffff,0,0,1,0,0
2522,89196948923ffff,0,0,0,0,0
2523,89196949113ffff,0,0,0,0,0
2524,8919694a307ffff,0,1,0,1,0
2525,8919694a647ffff,0,1,0,1,0
2526,8919694857bffff,0,0,0,1,0
2527,8919694828bffff,0,0,0,0,0
2528,89196949b2fffff,0,0,0,0,0
2529,8919694ac4fffff,0,0,1,1,0
2530,89196941a4bffff,0,0,0,0,0
2531,89196949bcbffff,0,0,0,1,0
2532,891969484a7ffff,0,1,1,0,0
2533,89196949053ffff,0,0,0,0,0
2534,8919694f497ffff,0,0,0,0,0
2535,89196941b67ffff,0,0,0,1,0
2536,8919694ab4bffff,0,1,0,0,0
2537,89196949ecfffff,0,0,1,0,0
2538,8919694a237ffff,0,1,0,0,0
2539,89196948a53ffff,0,0,0,1,0
2540,8919694ac4bffff,1,0,1,1,0
2541,89196949ed7ffff,0,0,1,0,0
2542,8919694b4a3ffff,0,1,1,0,0
2543,89196959ba3ffff,0,1,0,0,0
2544,89196bb3403ffff,0,0,0,1,0
2545,89196bb3083ffff,0,0,0,0,0
2546,8919694ac0bffff,0,0,0,1,1
2547,89196958d03ffff,0,0,0,1,0
2548,8919694a4a3ffff,0,0,0,0,0
2549,8919694a1bbffff,0,0,0,0,0
2550,89196958917ffff,0,0,0,0,0
2551,8919694834bffff,0,1,0,1,0
2552,89196949513ffff,0,0,0,0,0
2553,89196948007ffff,0,0,0,0,0
2554,8919694a067ffff,1,1,0,1,0
2555,891969483b7ffff,0,1,0,1,0
2556,89196949563ffff,0,0,0,0,0
2557,89196bb3527ffff,0,0,0,0,0
2558,8919694a8afffff,0,0,0,0,0
2559,891969491abffff,0,1,0,0,0
2560,8919694aa2fffff,0,1,0,0,0
2561,89196bb2237ffff,0,0,0,0,0
2562,8919694b4b7ffff,0,1,1,0,0
2563,89196bb250bffff,0,0,0,0,0
2564,8919694b667ffff,0,0,0,0,0
2565,8919694aca3ffff,0,0,0,0,0
