,h3,verzilting,bodemdaling,wateroverlast,boerenlandvogels,peilgebieden
1301,8919694b3abffff,0,0,0,0,0
1302,8919694a957ffff,0,0,0,0,0
1303,89196949173ffff,0,1,0,1,0
1304,8919694ae83ffff,0,0,0,1,0
1305,89196941677ffff,0,0,0,0,0
1306,89196948e87ffff,0,1,0,1,0
1307,8919694ad23ffff,0,0,0,0,0
1308,891969488b3ffff,0,0,0,0,0
1309,8919694b607ffff,0,0,0,0,0
1310,8919694a00fffff,1,1,0,1,0
1311,891969485c7ffff,0,0,0,1,0
1312,891969412b3ffff,0,0,0,0,0
1313,89196bb203bffff,0,0,0,0,0
1314,89196b868d7ffff,0,0,1,1,0
1315,89196949b03ffff,0,0,0,1,0
1316,89196958933ffff,0,0,0,0,0
1317,89196948c33ffff,0,1,0,0,0
1318,89196948323ffff,0,1,0,0,0
1319,8919694b263ffff,0,0,0,0,0
1320,89196b848abffff,0,0,0,0,0
1321,8919694958fffff,0,0,0,0,0
1322,89196b86aa7ffff,0,0,0,0,0
1323,89196941203ffff,0,0,0,0,0
1324,8919694ad6fffff,0,0,0,0,0
1325,89196949b07ffff,1,0,0,1,0
1326,89196bb36c7ffff,0,0,0,0,0
1327,8919694b52bffff,0,1,0,1,0
1328,89196948317ffff,0,1,0,1,0
1329,89196bb30b7ffff,0,0,0,0,0
1330,89196949abbffff,1,0,0,0,0
1331,89196948c27ffff,0,1,0,0,0
1332,8919694814fffff,0,0,0,1,0
1333,8919694b007ffff,0,0,1,0,0
1334,8919694a33bffff,0,1,0,1,0
1335,89196b84c3bffff,0,0,0,0,0
1336,89196941653ffff,0,0,0,0,0
1337,89196948583ffff,0,1,0,1,0
1338,89196bb35b7ffff,0,0,0,0,0
1339,89196958807ffff,0,0,0,0,0
1340,89196bb31dbffff,0,0,0,0,0
1341,8919694f6a3ffff,0,1,0,1,0
1342,89196949493ffff,1,0,0,0,0
1343,89196941e03ffff,0,0,0,0,1
1344,89196b868b3ffff,0,0,0,1,0
1345,8919694b063ffff,0,0,0,0,0
1346,8919694b593ffff,0,1,0,1,0
1347,8919694b677ffff,0,0,0,0,0
1348,89196948297ffff,0,0,0,0,0
1349,8919694b267ffff,1,0,0,0,0
1350,8919694adcfffff,0,0,0,0,0
1351,8919694a49bffff,0,0,0,0,0
1352,89196948223ffff,0,1,0,1,0
1353,891969481c7ffff,0,0,0,1,0
1354,8919694ae63ffff,0,0,0,1,0
1355,8919694b5dbffff,0,0,0,0,0
1356,8919694149bffff,0,0,0,0,0
1357,8919694951bffff,0,0,0,0,0
1358,891969412b7ffff,0,0,0,0,0
1359,89196949aafffff,0,0,0,1,0
1360,8919694b557ffff,0,1,1,1,0
1361,8919694a2c3ffff,0,1,0,1,0
1362,89196bb30afffff,0,0,0,0,0
1363,89196bb352bffff,0,0,0,0,0
1364,89196bb224bffff,0,0,0,0,0
1365,891969483cfffff,0,0,0,1,0
1366,89196941e57ffff,0,0,0,0,0
1367,891969491cfffff,0,0,0,0,0
1368,8919694a1c7ffff,1,0,0,0,0
1369,8919694914fffff,0,0,0,0,0
1370,8919694a21bffff,0,1,0,1,0
1371,891969412cfffff,0,0,0,0,0
1372,89196949917ffff,0,0,0,0,0
1373,89196bb2017ffff,0,0,0,0,0
1374,8919694b4a7ffff,0,1,1,0,0
1375,89196949e83ffff,0,1,0,1,0
1376,89196958937ffff,0,0,0,0,0
1377,89196bb2673ffff,0,0,0,0,0
1378,8919694b4dbffff,0,0,0,0,0
1379,8919694b39bffff,0,0,0,0,0
1380,89196948b03ffff,0,0,0,0,1
1381,8919694a527ffff,0,0,0,0,1
1382,89196949dafffff,0,1,0,1,0
1383,8919694a387ffff,0,1,0,0,0
1384,89196bb35a3ffff,0,0,0,0,0
1385,89196949a33ffff,0,0,0,1,0
1386,8919694898bffff,0,0,0,0,0
1387,89196bb20dbffff,0,0,0,0,0
1388,8919694b45bffff,0,0,0,0,0
1389,8919694846fffff,0,0,1,1,0
1390,8919694f48fffff,0,0,0,1,0
1391,89196949567ffff,0,0,0,0,0
1392,8919694806bffff,0,0,0,0,0
1393,891969481d3ffff,0,0,1,1,0
1394,89196949ac7ffff,0,0,0,1,0
1395,89196949e53ffff,0,0,0,0,0
1396,89196b86d33ffff,0,0,0,0,0
1397,8919694824bffff,0,0,0,0,0
1398,89196b86937ffff,1,0,0,1,0
1399,89196bb340bffff,0,0,0,1,0
1400,89196948d63ffff,0,0,0,0,0
1401,89196958bd7ffff,0,0,0,0,0
1402,8919694f40bffff,0,0,0,1,0
1403,8919694a24fffff,0,1,0,1,0
1404,8919694b5c3ffff,0,0,0,1,0
1405,8919694f583ffff,0,0,0,1,0
1406,89196949a03ffff,1,0,0,1,0
1407,8919694b03bffff,0,0,0,1,0
1408,89196958b8fffff,0,0,0,0,0
1409,8919694a5a7ffff,0,0,0,0,0
1410,89196bb341bffff,0,0,0,1,0
1411,89196bb3493ffff,0,0,0,1,0
1412,8919694a1b7ffff,0,0,0,0,0
1413,891969491c3ffff,0,0,0,0,0
1414,8919694120fffff,0,0,0,0,1
1415,8919694b6abffff,0,0,0,0,0
1416,89196948273ffff,0,1,0,0,0
1417,8919694acafffff,0,0,0,0,0
1418,89196949803ffff,0,1,0,1,0
1419,8919694a3cbffff,0,1,0,1,0
1420,8919694a587ffff,0,0,0,0,0
1421,89196948adbffff,0,0,0,1,0
1422,8919694950bffff,0,0,0,0,0
1423,8919694b5d7ffff,0,0,0,1,0
1424,891969483a3ffff,0,1,0,1,0
1425,89196948c3bffff,0,1,0,0,0
1426,8919694a5cfffff,0,0,0,0,0
1427,89196bb3183ffff,0,0,0,0,0
1428,89196948507ffff,0,0,0,1,0
1429,8919694959bffff,0,0,0,0,0
1430,8919694801bffff,0,0,0,1,0
1431,8919694e6dbffff,0,0,0,0,0
1432,891969482afffff,0,0,0,0,0
1433,89196941a5bffff,0,0,0,0,0
1434,89196b86a27ffff,0,0,0,0,0
1435,89196958db7ffff,0,0,0,1,0
1436,89196b9692bffff,0,0,0,0,0
1437,89196949a0bffff,0,0,0,1,0
1438,89196bb34bbffff,0,0,0,0,0
1439,89196958dabffff,0,0,0,1,0
1440,89196948c17ffff,0,1,0,0,0
1441,89196b869cfffff,0,0,0,0,0
1442,89196bb26a3ffff,0,0,0,0,0
1443,89196949c23ffff,0,1,0,1,0
1444,89196bb31b3ffff,0,0,0,0,0
1445,891969496a7ffff,0,0,0,0,0
1446,89196948683ffff,0,0,0,0,0
1447,89196948527ffff,0,0,0,1,0
1448,891969490b7ffff,0,0,0,0,0
1449,89196bb238bffff,0,0,0,0,0
1450,89196948d6fffff,0,0,0,0,0
1451,89196948a67ffff,1,0,1,0,0
1452,8919694996fffff,0,0,0,0,0
1453,8919694b113ffff,0,1,0,1,0
1454,8919694b3c3ffff,0,0,0,0,0
1455,89196b86b27ffff,0,0,0,0,0
1456,89196bb2557ffff,0,0,0,0,0
1457,89196948103ffff,0,0,0,0,0
1458,8919694a167ffff,0,0,0,1,1
1459,89196949a47ffff,0,0,0,1,0
1460,89196958923ffff,0,0,0,0,0
1461,8919694880bffff,1,0,0,0,0
1462,8919694ad77ffff,0,0,0,0,0
1463,89196948693ffff,0,0,0,0,0
1464,89196958a2fffff,0,0,0,0,0
1465,89196bb30cbffff,0,0,0,0,0
1466,89196949c1bffff,0,0,0,0,0
1467,89196949cdbffff,0,0,0,0,0
1468,8919694820fffff,0,1,0,0,0
1469,891969490d7ffff,0,0,0,0,0
1470,89196949b37ffff,1,0,0,1,0
1471,891969489c7ffff,0,0,0,0,0
1472,8919694324bffff,0,0,0,0,0
1473,8919694910fffff,0,1,0,1,0
1474,89196bb3187ffff,0,0,0,0,0
1475,891969488dbffff,0,0,0,1,0
1476,8919694958bffff,0,0,0,0,0
1477,89196958b27ffff,0,0,0,0,0
1478,8919694d6c3ffff,0,0,1,0,0
1479,89196b86b17ffff,0,0,0,0,0
1480,89196bb2353ffff,0,0,0,0,0
1481,8919694a183ffff,1,0,0,0,0
1482,89196b8692fffff,0,0,0,1,0
1483,8919694a26fffff,0,1,0,1,0
1484,89196958b83ffff,0,0,0,0,0
1485,89196948a83ffff,0,0,0,0,0
1486,8919694a417ffff,0,0,0,0,0
1487,891969498b3ffff,0,1,1,0,0
1488,8919694a17bffff,1,0,0,1,0
1489,89196948ad7ffff,0,0,0,0,0
1490,89196949d83ffff,0,1,0,1,0
1491,891969494c3ffff,0,0,0,0,0
1492,89196b86db3ffff,0,0,0,0,0
1493,89196948c4bffff,0,1,1,1,0
1494,89196bb2287ffff,0,0,0,0,0
1495,8919694122bffff,0,0,0,0,1
1496,891969432c3ffff,0,0,0,1,0
1497,89196949d3bffff,0,1,0,1,0
1498,89196949823ffff,1,0,1,1,0
1499,89196959b5bffff,0,0,0,0,0
1500,89196943247ffff,0,0,0,0,0
1501,8919694998fffff,0,0,0,1,0
1502,8919694a4c7ffff,0,0,0,0,0
1503,89196bb300bffff,0,0,0,0,0
1504,891969485a7ffff,0,0,0,1,0
1505,89196941a6fffff,0,0,0,0,0
1506,89196b86b03ffff,0,0,0,0,0
1507,89196949933ffff,0,0,0,0,0
1508,89196948477ffff,0,0,0,1,0
1509,8919694ac9bffff,0,0,0,0,1
1510,8919694845bffff,0,0,0,0,0
1511,89196949b63ffff,0,0,0,1,0
1512,8919694aa07ffff,0,0,0,0,0
1513,89196b869bbffff,0,0,0,0,0
1514,8919694f43bffff,0,0,0,1,0
1515,89196948ac3ffff,0,0,0,0,0
1516,89196949d8fffff,0,1,1,1,0
1517,8919694a513ffff,0,0,0,0,0
1518,8919694b1b3ffff,0,1,1,1,0
1519,8919694aa33ffff,0,0,0,0,0
1520,89196941b07ffff,0,0,0,0,0
1521,89196948083ffff,0,0,0,1,0
1522,8919694aab7ffff,0,0,0,0,0
1523,89196948abbffff,1,0,0,0,0
1524,8919694a163ffff,0,0,0,1,0
1525,89196948857ffff,0,0,0,0,0
1526,8919694b563ffff,0,1,0,1,0
1527,8919694a817ffff,0,0,0,0,0
1528,89196b86d3bffff,1,0,0,0,0
1529,89196948033ffff,0,0,0,1,0
1530,89196bb25dbffff,0,0,0,0,0
1531,89196949437ffff,0,0,0,0,0
1532,8919694a30bffff,0,1,1,1,0
1533,8919694a993ffff,0,0,0,0,0
1534,8919694945bffff,0,0,0,0,0
1535,8919694a99bffff,0,0,0,0,0
1536,8919694880fffff,1,0,0,0,0
1537,8919694104fffff,0,0,0,0,0
1538,8919694b597ffff,0,1,0,1,0
1539,8919694b07bffff,0,0,0,0,0
1540,8919694ab97ffff,0,0,0,0,0
1541,89196948203ffff,0,1,0,0,0
1542,89196bb2047ffff,0,0,0,0,0
1543,89196949047ffff,1,0,0,0,0
1544,89196958b33ffff,0,0,0,0,0
1545,8919694b48fffff,0,1,0,0,0
1546,8919694888fffff,0,0,0,0,0
1547,89196959a3bffff,0,1,1,1,0
1548,8919694f42bffff,0,1,0,1,0
1549,89196949d9bffff,0,1,0,1,0
1550,8919694ae97ffff,0,0,0,1,0
1551,8919694a30fffff,0,1,0,1,0
1552,8919694b687ffff,0,0,0,0,0
1553,89196949963ffff,0,0,0,0,0
1554,8919694ac43ffff,1,0,1,1,1
1555,89196bb26a7ffff,0,0,0,0,0
1556,89196948907ffff,0,0,1,0,0
1557,8919694f493ffff,0,0,0,0,0
1558,89196b84c23ffff,0,0,0,0,0
1559,8919694a487ffff,0,0,0,0,0
1560,89196bb204fffff,0,0,0,0,0
1561,8919694963bffff,1,0,0,0,0
1562,89196948e2fffff,0,0,0,1,0
1563,89196959b6fffff,0,0,0,0,0
1564,8919694949bffff,0,0,0,0,0
1565,8919694f6b7ffff,0,1,0,1,0
1566,89196941b0bffff,0,0,0,0,1
1567,8919694ababffff,0,1,0,0,0
1568,8919694aa43ffff,0,0,0,1,0
1569,89196949887ffff,0,1,1,1,0
1570,891969485afffff,0,0,0,1,0
1571,8919694acdbffff,0,0,0,0,0
1572,89196948063ffff,0,0,0,0,0
1573,8919694a363ffff,0,1,0,0,0
1574,8919694911bffff,0,0,0,0,0
1575,89196949827ffff,0,0,0,0,0
1576,8919694b617ffff,0,0,0,0,0
1577,89196bb30cfffff,0,0,0,0,0
1578,89196949dc7ffff,0,1,0,1,0
1579,8919694f483ffff,0,0,0,0,0
1580,89196948a47ffff,1,0,0,0,0
1581,89196b84dcfffff,0,0,0,0,0
1582,89196948bb3ffff,0,0,0,0,0
1583,89196b84c17ffff,0,0,0,0,0
1584,891969589a3ffff,0,0,0,0,0
1585,8919694a607ffff,1,0,0,0,0
1586,8919694984bffff,0,1,1,1,0
1587,89196958bdbffff,0,0,0,0,0
1588,89196bb225bffff,0,0,0,0,0
1589,8919694984fffff,0,1,0,0,0
1590,8919694f413ffff,0,0,0,1,0
1591,8919694b51bffff,0,1,1,1,0
1592,89196948893ffff,0,0,0,1,0
1593,89196943207ffff,0,0,0,0,0
1594,89196948aabffff,0,0,0,0,0
1595,89196948163ffff,0,1,0,1,0
1596,8919694b28fffff,0,0,0,0,0
1597,89196bb049bffff,0,0,0,0,0
1598,89196bb340fffff,0,0,0,1,0
1599,89196b86837ffff,0,0,0,0,0
1600,89196bb2273ffff,0,0,0,0,0
1601,8919694b337ffff,0,0,0,0,0
1602,89196b86b8bffff,0,0,0,0,0
1603,8919694889bffff,0,0,0,1,0
1604,8919694a60bffff,0,0,0,0,0
1605,8919694b027ffff,0,0,0,1,0
1606,89196949b6bffff,0,0,0,1,0
1607,89196941ed3ffff,0,1,1,0,0
1608,8919694810fffff,0,0,0,0,0
1609,891969481abffff,0,0,0,0,0
1610,89196949503ffff,0,0,0,0,0
1611,89196bb22bbffff,0,0,0,0,0
1612,89196959b0fffff,0,1,1,1,0
1613,89196948077ffff,0,0,0,0,0
1614,89196941acfffff,0,0,0,0,0
1615,89196b86d17ffff,0,0,1,0,0
1616,89196b84c93ffff,0,0,0,0,0
1617,8919694b447ffff,0,1,1,1,0
1618,8919694918fffff,0,0,0,0,0
1619,8919694a2b3ffff,0,1,0,1,0
1620,89196958977ffff,0,0,0,0,0
1621,891969495abffff,0,0,0,0,0
1622,8919694a4afffff,0,0,0,0,0
1623,8919694a643ffff,0,1,1,1,0
1624,891969589b3ffff,0,0,0,0,0
1625,8919694e21bffff,0,1,1,1,0
1626,8919694b2afffff,0,0,0,0,0
1627,89196bb3033ffff,0,0,0,0,0
1628,8919694a023ffff,1,1,1,1,0
1629,89196958b77ffff,0,0,0,0,0
1630,89196941683ffff,0,0,0,0,0
1631,8919694ac37ffff,0,0,0,0,0
1632,89196b86d6bffff,0,1,0,0,0
1633,8919694862bffff,0,0,0,0,0
1634,8919694ada7ffff,0,0,0,0,0
1635,89196bb2647ffff,0,0,0,0,0
1636,89196948d67ffff,1,0,0,0,0
1637,8919694b53bffff,0,1,0,1,0
1638,89196959b53ffff,0,0,1,0,0
1639,89196948b63ffff,0,0,0,0,0
1640,8919694b503ffff,0,1,1,1,1
1641,89196bb3503ffff,0,0,0,0,0
1642,8919694a143ffff,1,1,1,1,0
1643,89196bb2493ffff,0,0,1,0,0
1644,8919694a657ffff,0,1,0,1,0
1645,89196bb260fffff,1,0,0,0,0
1646,8919694ab0fffff,0,1,0,0,0
1647,8919694a5a3ffff,0,0,0,0,0
1648,8919694b533ffff,0,1,0,1,0
1649,8919694b4d7ffff,0,1,1,0,0
1650,89196949e0bffff,0,1,0,0,0
1651,891969486cfffff,0,0,0,0,0
1652,89196948ba7ffff,0,0,1,0,0
1653,89196948b3bffff,0,0,0,0,0
1654,89196948a6bffff,1,0,0,0,0
1655,89196958d33ffff,0,0,0,1,0
1656,89196958927ffff,0,0,0,0,0
1657,8919694a1c3ffff,0,0,0,0,0
1658,8919694852fffff,0,0,0,1,0
1659,89196948c6bffff,0,0,0,1,0
1660,8919694888bffff,1,0,0,1,0
1661,8919694a59bffff,0,0,0,0,0
1662,89196bb2693ffff,0,0,0,0,0
1663,8919694b0a7ffff,0,0,0,1,0
1664,8919694f47bffff,0,1,0,1,0
1665,8919694b1b7ffff,0,1,1,1,0
1666,8919694815bffff,0,0,0,0,0
1667,891969485c3ffff,0,0,0,1,0
1668,89196bb22abffff,0,0,0,0,0
1669,89196bb34c7ffff,1,0,0,1,0
1670,8919694a48fffff,0,0,0,0,0
1671,891969483c3ffff,0,0,0,1,0
1672,89196948393ffff,0,0,0,0,0
1673,891969499c3ffff,0,0,0,0,0
1674,89196941633ffff,0,0,0,0,0
1675,89196949e9bffff,0,1,0,0,0
1676,8919694a0c7ffff,1,1,0,1,0
1677,8919694a3c7ffff,0,1,0,1,0
1678,8919694912fffff,0,1,0,1,0
1679,8919694aaabffff,0,0,0,0,0
1680,8919694983bffff,0,0,1,0,0
1681,891969485dbffff,0,0,0,0,0
1682,8919694a95bffff,0,0,1,0,0
1683,89196948517ffff,0,0,0,1,0
1684,89196b86bb7ffff,0,0,0,0,0
1685,891969588a3ffff,0,1,0,0,0
1686,89196b84c33ffff,0,0,0,0,0
1687,89196949587ffff,0,0,0,0,0
1688,89196b8488fffff,0,0,0,0,0
1689,8919694b4afffff,0,0,0,0,0
1690,89196b868a3ffff,0,0,0,0,0
1691,89196bb248bffff,0,0,0,0,0
1692,89196941367ffff,0,0,0,0,0
1693,89196948b6bffff,0,0,0,0,0
1694,8919695994bffff,0,1,0,0,0
1695,8919694132fffff,0,0,0,0,0
1696,89196b86babffff,0,0,0,0,0
1697,8919694b587ffff,0,1,1,1,0
1698,891969481bbffff,0,0,0,0,0
1699,89196948b17ffff,0,0,0,0,0
1700,89196949423ffff,0,0,0,0,0
1701,89196948153ffff,0,0,0,0,0
1702,89196bb208bffff,0,0,0,0,0
1703,8919694913bffff,0,0,0,0,0
1704,8919694e6c3ffff,0,0,0,0,0
1705,8919694a453ffff,0,0,0,0,0
1706,891969482a7ffff,0,0,0,0,0
1707,891969482d3ffff,0,0,0,0,0
1708,89196bb250fffff,0,0,0,0,0
1709,89196b8697bffff,0,0,0,0,0
1710,89196948937ffff,0,0,1,0,0
1711,89196959b77ffff,0,1,1,0,0
1712,891969416dbffff,0,0,0,0,0
1713,8919694f6bbffff,0,1,0,1,0
1714,89196948847ffff,0,0,0,0,0
1715,89196949cc7ffff,0,1,0,1,0
1716,89196949ac3ffff,0,0,0,1,0
1717,89196bb25cfffff,0,0,0,0,0
1718,8919694f4a3ffff,0,0,0,1,0
1719,8919694a90fffff,0,0,0,0,0
1720,89196941b1bffff,0,0,0,0,0
1721,8919694ac97ffff,0,0,0,0,1
1722,8919694b453ffff,1,0,1,1,0
1723,8919694127bffff,0,0,0,0,0
1724,8919694b0dbffff,0,0,0,1,0
1725,89196948873ffff,0,0,0,0,0
1726,8919694b103ffff,0,0,0,1,0
1727,8919694f6a7ffff,0,1,0,1,0
1728,8919694ab63ffff,0,1,0,0,0
1729,89196958967ffff,0,0,0,0,0
1730,89196b86b43ffff,0,0,0,0,0
1731,89196948ec7ffff,0,1,0,0,0
1732,89196948277ffff,0,1,0,0,0
1733,89196948c53ffff,0,1,0,0,0
1734,89196948b0fffff,0,0,0,0,0
1735,8919694abafffff,0,1,0,0,0
1736,8919694a9b7ffff,0,0,0,0,0
1737,8919694aeb7ffff,0,0,0,0,0
1738,8919694a2cfffff,0,1,0,1,0
1739,89196b86b83ffff,0,0,0,0,0
1740,8919694a52bffff,1,0,0,0,0
1741,89196bb22a7ffff,0,0,0,0,0
1742,89196958a37ffff,0,0,0,0,0
1743,8919694a187ffff,1,0,0,0,0
1744,89196948e8bffff,0,1,0,0,0
1745,89196948e0bffff,0,1,0,0,0
1746,89196949033ffff,0,0,0,0,0
1747,8919694b547ffff,0,1,1,1,0
1748,89196bb369bffff,0,0,0,0,0
1749,89196948457ffff,0,0,0,0,0
1750,8919694ab43ffff,0,1,0,0,0
1751,8919694aa5bffff,0,0,0,1,0
1752,8919694b1a7ffff,0,1,0,1,0
1753,8919694ab1bffff,0,1,0,0,0
1754,8919694ab33ffff,0,1,0,0,0
1755,89196948babffff,0,0,0,0,0
1756,891969499d7ffff,0,0,0,0,0
1757,8919694817bffff,0,1,0,1,0
1758,891969485d3ffff,0,1,0,0,0
1759,89196bb209bffff,0,0,0,0,0
1760,8919694a46fffff,0,0,0,0,0
1761,89196bb245bffff,0,0,0,0,0
1762,89196949117ffff,0,1,0,0,0
1763,89196949e73ffff,0,1,0,1,0
1764,8919694b3a7ffff,0,0,0,0,0
1765,89196bb2447ffff,0,0,0,0,0
1766,89196949ccbffff,0,1,0,0,0
1767,8919694b4bbffff,0,1,1,0,0
1768,8919694b68fffff,0,0,0,0,0
1769,8919694942bffff,0,0,0,0,0
1770,89196949adbffff,0,0,0,0,0
1771,8919694a86bffff,0,0,1,0,0
1772,89196bb224fffff,0,0,0,0,0
1773,89196bb3413ffff,0,0,0,1,0
1774,891969488abffff,0,0,0,0,0
1775,8919694b117ffff,0,1,0,1,0
1776,8919694ae0bffff,0,1,1,1,0
1777,89196949dc3ffff,0,1,1,1,0
1778,8919694907bffff,1,0,0,1,0
1779,89196bb2243ffff,0,0,0,0,0
1780,89196948137ffff,0,0,0,0,0
1781,89196bb20d3ffff,0,0,0,0,0
1782,8919694a4a7ffff,0,0,0,0,0
1783,89196949943ffff,1,0,0,1,0
1784,89196941263ffff,0,0,0,0,1
1785,89196949bb7ffff,1,0,0,1,0
1786,89196949037ffff,0,0,0,0,0
1787,89196949d63ffff,0,1,0,1,0
1788,89196bb3437ffff,1,0,0,0,0
1789,8919694a58fffff,0,0,0,0,0
1790,8919694f603ffff,0,1,0,1,0
1791,8919694a0b7ffff,0,1,1,1,0
1792,89196941453ffff,0,0,0,0,0
1793,89196949d17ffff,0,1,1,1,0
1794,8919694e20bffff,0,1,1,1,0
1795,89196949623ffff,0,0,0,0,0
1796,89196941267ffff,0,0,0,0,1
1797,89196b84eb7ffff,0,0,0,0,0
1798,891969484bbffff,0,0,1,0,0
1799,89196949327ffff,0,0,0,0,0
1800,8919694890bffff,0,0,0,0,0
1801,89196948d17ffff,0,1,0,0,0
1802,891969491a3ffff,0,0,0,0,0
1803,8919695892bffff,0,0,0,0,0
1804,89196949ecbffff,0,0,0,0,0
1805,8919694a947ffff,0,0,0,0,0
1806,89196b84c03ffff,0,0,0,0,0
1807,89196948d0fffff,0,1,0,0,0
1808,89196941657ffff,0,0,0,0,0
1809,891969486b7ffff,0,0,0,0,0
1810,891969486dbffff,0,0,0,0,0
1811,8919694acabffff,0,0,0,0,0
1812,891969485cfffff,0,0,0,1,0
1813,8919694a157ffff,1,1,1,1,0
1814,8919694992bffff,0,0,0,0,0
1815,8919694a327ffff,0,1,1,1,0
1816,89196949983ffff,0,0,0,1,0
1817,8919694aa13ffff,0,0,0,0,0
1818,891969486c3ffff,0,0,0,0,0
1819,89196bb368bffff,0,0,0,0,0
1820,89196b84dcbffff,0,0,0,0,0
1821,89196948b07ffff,0,0,0,0,0
1822,8919694a26bffff,0,1,0,1,0
1823,89196bb268bffff,0,0,1,0,0
1824,89196949e63ffff,0,1,1,1,0
1825,891969488a7ffff,0,0,0,0,0
1826,89196b84c0fffff,0,0,0,0,0
1827,8919694a437ffff,0,0,0,0,0
1828,8919694a46bffff,0,0,0,0,0
1829,89196949c2bffff,0,1,0,0,0
1830,89196958d2bffff,0,0,0,1,1
1831,89196941b0fffff,0,0,0,0,0
1832,8919694b18bffff,0,1,0,1,0
1833,89196941edbffff,0,1,0,0,0
1834,8919694a3b7ffff,1,0,0,1,0
1835,89196bb36b3ffff,0,0,0,0,0
1836,89196948c57ffff,0,1,0,0,0
1837,8919694ae3bffff,0,0,0,1,0
1838,8919694b68bffff,0,0,0,0,0
1839,8919694aea7ffff,0,0,0,0,0
1840,8919694a9cbffff,0,0,0,0,0
1841,89196958953ffff,0,0,0,0,0
1842,89196b86b8fffff,0,0,0,0,0
1843,8919694b137ffff,0,1,0,1,0
1844,8919694f607ffff,0,1,0,1,0
1845,891969588afffff,0,0,0,0,0
1846,89196bb220fffff,0,0,0,0,0
1847,89196b84ddbffff,0,0,0,0,0
1848,89196959bafffff,0,1,0,0,0
1849,8919694848bffff,0,1,0,0,0
1850,891969495c7ffff,0,0,0,0,0
1851,8919694868bffff,0,0,1,0,0
1852,89196948a0fffff,0,0,0,0,0
1853,89196949d8bffff,0,1,0,1,0
1854,89196941043ffff,0,0,0,0,0
1855,8919694b14bffff,0,0,1,1,0
1856,89196b84cafffff,0,0,0,0,0
1857,89196949907ffff,0,0,0,0,0
1858,8919695896bffff,0,0,0,0,0
1859,89196b86d6fffff,0,1,0,0,0
1860,891969412abffff,0,0,0,0,1
1861,89196958ba7ffff,0,0,0,0,0
1862,89196b86933ffff,0,0,1,0,0
1863,89196bb353bffff,1,0,0,0,0
1864,8919694826fffff,0,1,0,0,0
1865,8919694ab73ffff,0,1,0,0,0
1866,8919694d643ffff,0,0,0,0,0
1867,8919694a5dbffff,0,0,0,0,0
1868,89196948403ffff,0,0,0,1,0
1869,8919694f5c7ffff,0,1,0,1,1
1870,8919694ac6bffff,0,0,0,0,0
1871,89196949e97ffff,0,1,0,1,0
1872,8919694d6d3ffff,0,0,0,0,0
1873,89196941b4fffff,0,0,0,1,0
1874,8919694b347ffff,0,0,0,0,0
1875,89196959923ffff,0,0,0,0,0
1876,89196941b3bffff,0,0,0,0,0
1877,8919694a6c7ffff,0,0,0,0,0
1878,8919694ad27ffff,0,0,0,0,0
1879,89196948213ffff,0,0,0,0,0
1880,891969480dbffff,0,0,0,0,0
1881,89196948e73ffff,0,1,0,0,0
1882,891969489cbffff,0,0,0,0,0
1883,89196959b1bffff,0,1,0,1,0
1884,8919694aacfffff,0,0,0,1,0
1885,89196b868b7ffff,0,0,0,0,0
1886,89196bb200fffff,0,0,0,0,0
1887,89196949687ffff,0,0,0,0,0
1888,891969489c3ffff,0,0,0,0,0
1889,89196948217ffff,0,0,0,0,0
1890,89196b86d2fffff,1,0,1,0,0
1891,8919694918bffff,0,0,0,0,0
1892,8919694ab3bffff,0,1,0,0,0
1893,8919694b32bffff,0,0,0,0,0
1894,8919694131bffff,0,0,0,1,0
1895,89196959b07ffff,0,1,0,0,0
1896,89196941353ffff,0,0,0,1,1
1897,8919695897bffff,0,0,0,0,0
1898,89196941317ffff,0,0,0,1,1
1899,89196bb20afffff,0,0,0,0,0
1900,89196949d1bffff,0,1,0,1,0
1901,89196949eabffff,0,1,1,1,0
1902,89196949473ffff,0,0,0,0,0
1903,8919694aa9bffff,0,0,0,1,0
1904,89196bb246bffff,0,0,0,0,0
1905,89196948eb7ffff,0,0,0,1,1
1906,89196bb3533ffff,1,0,0,0,0
1907,891969498cfffff,0,1,0,1,0
1908,89196949e7bffff,0,0,0,0,0
1909,89196bb265bffff,0,0,0,0,0
1910,89196b86d27ffff,0,0,0,0,0
1911,8919694ad4fffff,0,0,0,0,0
1912,89196958a67ffff,0,0,1,0,0
1913,89196948803ffff,1,0,0,0,0
1914,8919694a353ffff,0,1,0,0,0
1915,891969414cfffff,0,0,0,0,0
1916,8919694d693ffff,0,0,1,0,0
1917,89196bb3597ffff,0,0,0,0,0
1918,8919694a133ffff,0,0,0,0,0
1919,89196bb34b3ffff,0,0,0,0,0
1920,8919694a457ffff,0,0,0,0,0
1921,89196948d1bffff,0,1,0,0,0
1922,89196bb2023ffff,0,0,0,0,0
1923,8919694b313ffff,0,0,0,0,0
1924,89196958b97ffff,0,0,0,0,1
1925,891969485b7ffff,0,0,0,1,0
1926,89196941a7bffff,0,0,0,0,0
1927,8919694811bffff,0,0,0,0,0
1928,891969480c7ffff,0,0,0,1,0
1929,89196949523ffff,0,0,0,0,0
1930,8919694a3bbffff,0,1,0,1,0
1931,891969490bbffff,0,0,0,0,0
1932,8919695894bffff,0,0,0,0,0
1933,89196bb2217ffff,0,0,0,0,0
